1,0.0025141,0.005014,1.0117,0.04196,0.98825,0.04147
2,73.068,0.8548,1.1119,0.044049,1.0846,0.043479
3,79.163,0.88973,1.1232,0.044285,1.0846,0.043479
4,85.201,0.92304,1.1351,0.044534,1.0888,0.043567
5,91.442,0.95625,1.157,0.044989,1.092,0.043633
6,98.673,0.99334,1.163,0.045114,1.1166,0.044147
7,104.41,1.0218,1.1931,0.045742,1.118,0.044175
8,110.88,1.053,1.2223,0.04635,1.118,0.044175
9,120.52,1.0978,1.2735,0.047419,1.1054,0.043914
10,126.4,1.1243,1.5019,0.052183,0.98052,0.041309
11,128.31,1.1327,1.5384,0.052944,0.97518,0.041197
12,141.46,1.1894,2.3361,0.069583,0.75922,0.036693
13,151.17,1.2295,2.5515,0.074076,0.72312,0.03594
14,160.56,1.2671,2.7521,0.078259,0.69958,0.035449
15,168.06,1.2964,2.9321,0.082013,0.70113,0.035481
16,175.47,1.3246,3.0672,0.084831,0.67939,0.035028
17,187.65,1.3698,3.2204,0.088027,0.64759,0.034364
18,176,1.3267,3.0861,0.085226,0.66776,0.034785
19,166.77,1.2914,2.9412,0.082203,0.67907,0.035021
20,161.27,1.2699,2.8022,0.079304,0.71678,0.035808
21,152.19,1.2336,2.6075,0.075243,0.73031,0.03609
22,142.08,1.192,2.3987,0.070888,0.75116,0.036525
23,133.57,1.1557,2.1117,0.064901,0.79505,0.03744
24,127.17,1.1277,1.8165,0.058745,0.877,0.039149
25,118.23,1.0873,1.5054,0.052255,0.98229,0.041346
26,112.04,1.0585,1.2893,0.047749,1.1007,0.043815
27,104.77,1.0236,1.2293,0.046498,1.1635,0.045126
28,99.115,0.99556,1.2206,0.046317,1.1148,0.04411
29,90.91,0.95347,1.1788,0.045443,1.1585,0.04502
30,84.746,0.92058,1.1741,0.045347,1.1086,0.04398
31,79.615,0.89227,1.1743,0.045351,1.0818,0.04342
32,78.118,0.88385,1.1697,0.045254,1.1062,0.043931
33,73.302,0.85617,1.1494,0.044832,1.1045,0.043894
34,0.0025822,0.0050816,1.0462,0.042678,1.0271,0.04228
