0.00062476,3.6523e-05,0.99846,0.0014331
106.57,3.3007,0.13606,0.00047406
111.74,3.4572,0.13718,0.00059622
115.18,3.5767,0.13861,0.00035117
117.41,3.6365,0.13861,0.00072425
122.51,3.7958,0.14482,0.00092024
126.81,3.9217,0.14647,0.0055667
129.31,3.9937,0.144,0.0016951
131.39,4.0646,0.15089,0.00080669
134.92,4.1829,0.15693,0.00060049
138.52,4.2968,0.16348,0.0051325
142.19,4.4041,0.17123,0.00077632
145,4.4865,0.17984,0.0024614
150.26,4.6443,0.19403,0.0018196
153.29,4.7446,0.21294,0.00065181
153.91,4.7632,0.22234,0.00073181
163.94,5.0721,0.50691,0.01883
167.75,5.1913,0.94035,0.013316
162.31,5.0223,0.94625,0.01177
157.7,4.8792,0.94514,0.013105
156.1,4.8291,0.94615,0.013763
149.83,4.6394,0.94083,0.018064
150.66,4.6591,0.94526,0.026089
141.95,4.3984,0.94471,0.013429
137.04,4.2448,0.92093,0.033173
135.29,4.1892,0.91853,0.040427
129.47,4.0082,0.13708,0.00037499
128.86,3.9936,0.13701,0.00024732
121.23,3.7494,0.13214,0.0003044
117.79,3.6508,0.13054,0.00033129
114.05,3.5319,0.12901,0.00027747
111.94,3.4702,0.12843,0.00024588
107.21,3.3223,0.12751,0.00028646
0.0006424,0.00010063,0.99577,0.0032778
